Amount,MCC,Is Fraud?,Hours,Use_Chip_Chip Transaction,Use_Chip_Online Transaction,Use_Chip_Swipe Transaction
95.44,5311,1,16,0,0,1
13.02,5094,1,16,0,0,1
42.46,5310,1,12,0,0,1
476.0,3509,1,12,0,0,1
15.83,4121,1,19,0,0,1
7.23,5311,1,11,0,0,1
15.01,4121,1,11,0,0,1
274.95,3509,1,11,0,0,1
-476.0,3509,1,11,0,0,1
149.87,4829,1,13,0,1,0
5.64,4829,1,13,0,1,0
163.98,4829,1,15,0,1,0
311.83,7538,1,15,1,0,0
81.73,4112,1,18,0,1,0
34.92,5310,1,18,0,1,0
670.72,5712,1,10,0,1,0
46.35,5815,1,10,0,1,0
373.08,5310,1,11,0,1,0
2.13,5300,1,11,0,1,0
22.89,5912,1,12,0,1,0
85.89,5094,1,7,0,0,1
73.29,4829,1,10,0,1,0
127.16,5311,1,10,0,1,0
76.14,5311,1,15,0,1,0
194.54,4829,1,15,0,1,0
7.88,5311,1,16,0,1,0
52.59,5300,1,16,0,1,0
82.46,5651,1,11,0,1,0
87.08,5211,1,17,0,1,0
1.89,5411,1,17,1,0,0
66.89,4112,1,17,0,1,0
45.13,5311,1,13,0,0,1
43.41,3389,1,13,0,0,1
81.98,5311,1,14,0,0,1
122.75,5311,1,15,0,0,1
514.02,5311,1,17,0,0,1
74.31,5411,1,13,0,0,1
409.42,4814,1,11,0,0,1
23.35,5310,1,13,0,0,1
102.24,4829,1,17,0,0,1
26.39,7922,1,17,0,0,1
14.96,5977,1,18,0,0,1
7.45,7832,1,12,0,0,1
1.25,5300,1,11,0,0,1
28.75,5300,1,12,0,0,1
2.5,7922,1,12,0,0,1
19.26,4121,1,13,0,0,1
191.62,5094,1,14,0,0,1
44.24,5300,1,10,0,0,1
164.36,4814,1,14,0,0,1
80.54,5300,1,13,0,0,1
389.0,3395,1,13,0,0,1
91.95,7538,1,14,0,0,1
32.95,7922,1,9,0,0,1
1.2,5719,1,14,0,0,1
470.0,3359,1,10,0,0,1
159.17,5651,1,7,0,0,1
187.96,4899,1,10,0,0,1
-470.0,3359,1,8,0,0,1
179.32,3359,1,8,0,0,1
279.0,3395,1,9,0,0,1
167.26,5311,1,9,0,0,1
207.25,5311,1,13,0,0,1
371.11,5311,1,13,0,0,1
203.82,5651,1,13,0,0,1
50.41,5094,1,10,0,0,1
278.39,5300,1,15,0,0,1
43.93,5732,1,11,0,0,1
114.36,5300,1,11,0,0,1
328.0,3722,1,9,0,1,0
93.28,5311,1,15,0,1,0
17.54,5311,1,15,0,1,0
30.93,4131,1,15,0,1,0
1050.41,4411,1,15,0,1,0
139.97,5311,1,9,0,1,0
104.34,5942,1,17,0,1,0
73.0,3722,1,9,0,1,0
-328.0,3722,1,9,0,1,0
2040.58,4411,1,13,0,1,0
72.77,5719,1,10,0,1,0
32.18,4829,1,12,0,1,0
0.02,5942,1,14,0,1,0
360.43,5311,1,16,0,1,0
49.91,3006,1,16,0,1,0
153.71,7801,1,20,0,1,0
43.15,5045,1,7,0,1,0
69.21,5712,1,7,0,0,1
106.25,5661,1,12,0,0,1
190.1,5719,1,13,0,1,0
116.64,5719,1,8,0,1,0
20.0,5251,1,16,0,1,0
32.43,5311,1,16,0,1,0
25.79,5732,1,6,0,1,0
117.05,8099,1,6,0,0,1
1.3,5310,1,7,0,1,0
44.68,5942,1,7,0,1,0
3.34,5300,1,13,0,0,1
159.14,5300,1,14,0,0,1
26.25,5411,1,9,0,0,1
104.16,4829,1,13,0,1,0
80.85,5300,1,9,0,1,0
156.97,7801,1,12,0,1,0
0.22,5310,1,12,0,1,0
0.24,5719,1,14,0,1,0
135.69,5300,1,11,0,0,1
68.85,5815,1,10,0,1,0
24.05,5815,1,11,0,1,0
0.59,5651,1,12,1,0,0
9.32,5411,1,18,1,0,0
7.77,5411,1,11,1,0,0
58.93,5912,1,11,1,0,0
196.09,7011,1,14,1,0,0
80.38,5045,1,13,1,0,0
26.45,5411,1,13,1,0,0
7.27,5411,1,14,1,0,0
14.57,5970,1,18,1,0,0
269.65,5912,1,11,1,0,0
42.41,5311,1,10,0,0,1
91.39,5311,1,11,0,0,1
0.48,5541,1,14,0,0,1
4.7,5311,1,15,0,0,1
57.48,5499,1,11,0,0,1
91.38,5411,1,11,0,0,1
105.91,5311,1,12,0,0,1
33.66,5541,1,13,0,0,1
15.27,5712,1,16,0,0,1
76.28,5651,1,10,1,0,0
5.57,5814,1,16,1,0,0
73.37,5311,1,16,1,0,0
138.51,5045,1,18,1,0,0
48.24,5310,1,16,1,0,0
50.0,5499,1,18,1,0,0
3.7,5311,1,18,1,0,0
48.37,5300,1,10,0,1,0
422.0,3389,1,10,0,1,0
53.31,5815,1,11,0,1,0
13.58,4214,1,13,0,1,0
157.03,3389,1,10,0,1,0
-422.0,3389,1,10,0,1,0
7.92,5719,1,12,0,1,0
352.1,5310,1,12,0,1,0
6.02,5651,1,17,0,1,0
139.25,5300,1,19,0,1,0
54.9,5651,1,10,0,1,0
24.36,5311,1,10,0,1,0
12.58,5310,1,16,0,1,0
214.47,5732,1,17,0,1,0
118.09,5311,1,18,0,1,0
56.62,7996,1,8,0,1,0
109.46,5732,1,14,0,1,0
170.34,5045,1,7,0,1,0
1113.34,4814,1,9,0,1,0
58.91,5300,1,9,0,0,1
150.85,5311,1,11,0,1,0
1.11,7996,1,7,0,0,1
135.91,5310,1,9,0,1,0
6.75,5815,1,10,0,1,0
0.65,5311,1,11,0,1,0
314.09,5733,1,10,1,0,0
93.32,5310,1,11,0,1,0
656.58,4814,1,12,0,1,0
125.48,5719,1,15,0,1,0
1189.83,4411,1,17,0,1,0
86.93,5912,1,11,0,0,1
0.23,5311,1,12,0,1,0
141.56,4112,1,15,0,1,0
123.65,5311,1,15,0,1,0
124.97,5300,1,16,0,1,0
380.0,3730,1,11,0,1,0
170.22,3730,1,9,0,1,0
-380.0,3730,1,9,0,1,0
63.5,5310,1,10,0,0,1
358.0,7011,1,15,0,0,1
108.19,7011,1,15,0,0,1
-358.0,7011,1,9,0,0,1
53.06,5812,1,17,0,0,1
257.03,5310,1,13,0,0,1
79.18,5912,1,13,0,1,0
158.89,5655,1,14,1,0,0
54.64,5651,1,15,0,0,1
485.0,3509,1,15,0,1,0
-485.0,3509,1,14,0,1,0
189.68,3509,1,14,0,1,0
44.0,5815,1,10,0,1,0
184.51,5211,1,10,0,0,1
64.78,5814,1,10,0,1,0
93.17,5816,1,12,0,1,0
0.7,5815,1,14,0,1,0
238.0,7011,1,11,0,0,1
253.74,5712,1,12,0,0,1
2.52,5311,1,13,0,0,1
97.65,5045,1,13,0,0,1
19.8,5311,1,14,0,0,1
360.42,5712,1,17,0,0,1
0.19,5651,1,18,0,0,1
20.43,5311,1,13,0,0,1
191.55,7011,1,5,0,0,1
-238.0,7011,1,5,0,0,1
0.29,5912,1,15,0,0,1
3.14,5311,1,12,0,1,0
6.02,5815,1,14,0,1,0
10.63,4121,1,15,1,0,0
2.19,5311,1,13,1,0,0
27.5,5094,1,12,1,0,0
42.53,5310,1,12,1,0,0
61.49,5094,1,16,1,0,0
0.2,5311,1,13,1,0,0
15.78,4121,1,16,1,0,0
15.69,5311,1,17,1,0,0
500.0,3504,1,9,0,1,0
24.24,4829,1,9,0,1,0
93.94,5310,1,10,0,0,1
71.06,4121,1,12,0,1,0
864.6,5712,1,12,0,1,0
23.96,5311,1,14,0,1,0
59.85,4829,1,16,0,1,0
0.07,5912,1,17,0,0,1
-500.0,3504,1,7,0,1,0
179.5,3504,1,7,0,1,0
12.65,5310,1,9,0,1,0
263.36,5310,1,11,0,0,1
0.03,5411,1,12,0,0,1
160.64,5719,1,9,0,1,0
45.69,5411,1,10,0,0,1
195.85,5732,1,14,0,1,0
33.93,5311,1,14,0,1,0
1197.49,5712,1,16,0,0,1
323.0,3640,1,16,0,1,0
92.05,5411,1,7,0,0,1
-323.0,3640,1,12,0,1,0
305.11,3640,1,12,0,1,0
90.48,4829,1,10,0,1,0
169.25,5311,1,21,0,1,0
75.58,7832,1,21,0,0,1
101.51,5311,1,21,0,1,0
120.03,5812,1,11,0,0,1
4.38,5311,1,11,0,1,0
64.32,5311,1,13,0,1,0
20.06,5815,1,13,0,1,0
66.19,5311,1,13,0,1,0
2298.9,4411,1,15,0,1,0
21.35,5814,1,15,0,1,0
44.21,5651,1,15,0,1,0
478.0,3780,1,8,0,1,0
114.12,5719,1,10,0,1,0
38.29,5732,1,7,0,1,0
15.26,3780,1,2,0,1,0
-478.0,3780,1,2,0,1,0
4.51,5311,1,12,0,1,0
136.5,5300,1,13,0,1,0
332.48,5311,1,23,0,1,0
10.67,4121,1,23,0,1,0
386.0,3596,1,8,0,0,1
-386.0,3596,1,4,0,0,1
604.92,3596,1,4,0,0,1
194.1,5912,1,10,0,1,0
50.24,5912,1,6,0,0,1
309.63,5816,1,6,0,1,0
300.73,5310,1,6,0,0,1
295.45,5311,1,9,0,0,1
106.37,5816,1,5,0,1,0
186.0,3393,1,9,0,1,0
3.45,5732,1,13,0,0,1
-186.0,3393,1,3,0,1,0
52.07,3393,1,3,0,1,0
59.83,5651,1,3,0,0,1
13.09,5813,1,10,0,0,1
14.38,4814,1,10,0,0,1
3.11,5300,1,14,0,0,1
1.0,5411,1,17,0,0,1
20.47,5411,1,18,0,0,1
0.35,7995,1,18,0,0,1
11.84,4814,1,12,0,0,1
279.0,3722,1,8,0,1,0
158.64,5311,1,10,0,1,0
96.59,5311,1,11,0,1,0
242.96,5311,1,14,0,1,0
124.13,5311,1,15,0,1,0
4.95,5045,1,9,0,1,0
6.09,5912,1,9,0,1,0
1.53,5732,1,9,0,1,0
502.07,3722,1,3,0,1,0
-279.0,3722,1,3,0,1,0
5.44,5651,1,17,1,0,0
22.47,5541,1,19,1,0,0
5.65,5812,1,11,1,0,0
397.0,3722,1,11,1,0,0
17.62,5499,1,16,1,0,0
360.55,5211,1,10,1,0,0
81.63,5813,1,13,1,0,0
90.03,5045,1,15,1,0,0
19.55,5411,1,15,1,0,0
208.99,5094,1,16,0,0,1
340.0,5094,1,8,0,0,1
267.29,5193,1,8,0,0,1
20.16,5921,1,13,0,0,1
58.33,5815,1,14,0,1,0
191.94,4829,1,19,0,0,1
28.21,5977,1,19,0,1,0
1.62,4214,1,12,0,1,0
61.08,5311,1,12,0,1,0
149.4,3075,1,18,0,1,0
263.66,5816,1,11,0,1,0
49.66,5815,1,13,0,1,0
227.18,4814,1,16,0,1,0
52.51,5311,1,21,0,1,0
47.9,5651,1,10,1,0,0
157.7,5719,1,12,0,1,0
67.09,5311,1,15,0,1,0
81.44,5311,1,8,0,1,0
0.44,5310,1,9,0,0,1
48.35,5300,1,9,0,0,1
100.52,5815,1,12,0,1,0
66.14,5411,1,10,1,0,0
45.78,5815,1,10,0,1,0
148.65,3009,1,14,0,1,0
133.51,5651,1,14,0,1,0
18.09,5300,1,19,0,0,1
23.05,5977,1,15,0,1,0
29.45,7996,1,16,0,1,0
272.03,3132,1,11,0,1,0
149.3,5311,1,13,0,1,0
1.71,5300,1,13,0,0,1
1019.11,5311,1,15,0,1,0
238.53,7011,1,12,0,0,1
97.81,5732,1,6,0,1,0
35.31,3000,1,8,0,1,0
170.46,3260,1,9,0,1,0
1410.55,4411,1,12,0,1,0
46.16,5300,1,12,0,1,0
71.04,5651,1,13,0,0,1
55.33,5815,1,5,0,1,0
7.23,5977,1,5,0,1,0
14.75,5912,1,10,0,0,1
49.54,4121,1,10,0,0,1
104.98,3389,1,16,0,0,1
1.14,5541,1,16,0,0,1
312.67,4829,1,7,0,1,0
69.16,5300,1,9,0,1,0
162.89,5310,1,12,0,0,1
78.59,5311,1,15,0,1,0
102.58,4829,1,16,0,1,0
96.54,7995,1,10,1,0,0
29.34,5311,1,10,0,1,0
60.54,5193,1,11,0,1,0
9.71,5311,1,12,0,1,0
115.7,5311,1,12,0,1,0
81.79,4829,1,13,0,1,0
0.84,4131,1,7,0,1,0
103.85,3256,1,7,0,1,0
129.09,4112,1,9,0,1,0
230.08,5732,1,9,0,1,0
3.46,5310,1,9,0,1,0
110.65,5311,1,11,0,1,0
232.87,4112,1,11,0,1,0
213.4,5310,1,14,0,1,0
70.8,5651,1,14,0,1,0
17.38,4214,1,7,0,1,0
127.88,5045,1,9,0,1,0
31.01,5045,1,9,0,1,0
164.5,5300,1,10,0,1,0
46.08,5912,1,13,0,1,0
2.91,4121,1,13,0,1,0
209.0,3509,1,14,0,1,0
6.28,3509,1,7,0,1,0
-209.0,3509,1,7,0,1,0
164.79,5310,1,11,0,1,0
138.61,5310,1,13,0,1,0
135.91,5732,1,10,0,1,0
9.09,5310,1,10,0,1,0
23.66,5300,1,14,0,1,0
23.15,7996,1,14,0,1,0
2.12,5310,1,13,0,1,0
176.0,3405,1,16,0,1,0
35.25,5815,1,18,0,1,0
-176.0,3405,1,8,0,1,0
2.14,3405,1,8,0,1,0
124.21,5815,1,11,0,1,0
112.8,5712,1,15,0,1,0
66.99,5815,1,15,0,1,0
39.6,5733,1,16,0,1,0
81.89,4829,1,16,0,1,0
131.71,5094,1,6,0,1,0
113.28,7832,1,10,0,1,0
207.13,7922,1,16,0,1,0
71.66,5310,1,6,0,1,0
143.94,7801,1,6,0,1,0
75.38,4829,1,9,0,1,0
8.99,5300,1,11,0,1,0
157.0,3390,1,14,0,1,0
113.5,7801,1,7,0,1,0
15.99,5310,1,8,0,1,0
563.15,4814,1,8,0,1,0
-157.0,3390,1,12,0,1,0
79.13,3390,1,12,0,1,0
303.26,5045,1,9,0,1,0
400.0,3509,1,12,0,1,0
189.27,4829,1,12,0,1,0
145.44,5300,1,13,0,1,0
153.22,5300,1,14,0,1,0
223.2,3509,1,8,0,1,0
-400.0,3509,1,8,0,1,0
47.35,5311,1,17,1,0,0
118.24,5311,1,15,1,0,0
165.91,5621,1,14,1,0,0
12.43,5311,1,16,1,0,0
2.76,5411,1,11,1,0,0
11.01,5310,1,12,1,0,0
49.28,5311,1,13,1,0,0
4.84,5311,1,14,1,0,0
140.13,5311,1,10,1,0,0
133.73,5300,1,6,0,1,0
482.35,5300,1,7,0,1,0
53.46,5815,1,14,0,1,0
3.7,5311,1,10,0,1,0
30.48,4829,1,11,0,1,0
31.8,5815,1,10,0,1,0
2.97,5300,1,11,0,1,0
46.5,5300,1,16,0,1,0
7.5,4214,1,20,0,1,0
14.59,5310,1,9,0,0,1
130.74,7801,1,10,0,1,0
14.33,4829,1,13,0,1,0
16.71,5311,1,13,0,1,0
133.17,5411,1,13,0,0,1
0.45,5411,1,14,0,0,1
70.82,5310,1,16,0,0,1
1.34,5912,1,4,0,1,0
2.39,5912,1,4,0,1,0
0.68,5947,1,6,0,0,1
78.95,5310,1,7,0,0,1
122.97,5732,1,11,0,1,0
54.94,5311,1,13,0,1,0
280.64,5094,1,14,0,0,1
87.74,4722,1,14,0,1,0
37.32,5912,1,4,0,1,0
0.26,5651,1,9,0,1,0
5.26,5813,1,10,0,0,1
59.71,5813,1,10,0,0,1
360.0,3640,1,11,0,1,0
-360.0,3640,1,8,0,1,0
330.06,3640,1,8,0,1,0
135.88,5815,1,14,0,1,0
45.4,5814,1,9,0,1,0
122.21,5719,1,11,0,1,0
77.26,5300,1,12,0,1,0
44.03,5311,1,10,0,1,0
54.21,5814,1,11,0,1,0
238.73,5732,1,13,0,1,0
288.73,4814,1,10,0,1,0
5.79,9402,1,14,0,1,0
11.5,5311,1,14,0,1,0
384.0,4722,1,17,0,1,0
-384.0,4722,1,12,0,1,0
327.51,4722,1,12,0,1,0
75.98,5311,1,18,1,0,0
9.45,5311,1,15,1,0,0
0.08,5814,1,17,1,0,0
98.06,3359,1,12,1,0,0
0.39,5311,1,11,1,0,0
76.23,5651,1,11,1,0,0
18.26,3006,1,13,1,0,0
41.85,5812,1,10,0,0,1
239.79,5651,1,15,0,0,1
18.14,7011,1,12,0,0,1
60.7,5310,1,12,0,0,1
209.27,7011,1,14,0,0,1
353.0,3722,1,7,0,1,0
557.84,3009,1,9,0,1,0
0.54,7801,1,9,0,1,0
99.74,5251,1,10,0,1,0
42.79,5300,1,12,0,1,0
108.59,5310,1,12,0,1,0
8.34,5733,1,8,0,1,0
156.42,5300,1,8,0,1,0
187.74,5310,1,9,0,1,0
184.44,3722,1,4,0,1,0
-353.0,3722,1,4,0,1,0
26.45,5712,1,11,0,1,0
0.65,5411,1,12,0,0,1
160.84,5300,1,12,0,1,0
9.21,5411,1,13,0,0,1
97.99,5211,1,13,0,0,1
86.11,5815,1,14,0,1,0
893.28,4411,1,14,0,1,0
35.63,7995,1,15,0,0,1
28.41,5921,1,6,0,0,1
57.84,5211,1,6,0,0,1
317.21,4814,1,9,0,1,0
97.64,5815,1,9,0,1,0
68.69,5310,1,12,0,1,0
113.23,3000,1,12,0,1,0
171.06,5651,1,7,0,1,0
16.33,5815,1,7,0,1,0
123.8,7995,1,8,0,0,1
184.75,7996,1,8,0,1,0
171.45,5912,1,9,0,0,1
165.68,5211,1,10,0,0,1
216.0,7011,1,12,0,0,1
398.14,7011,1,10,0,0,1
96.08,5311,1,14,0,1,0
0.2,5812,1,15,0,0,1
116.95,5310,1,20,0,1,0
111.6,5719,1,20,0,1,0
70.87,4829,1,17,0,1,0
109.94,5310,1,17,0,1,0
49.76,5311,1,11,0,1,0
43.67,5311,1,13,0,1,0
225.33,5311,1,8,0,1,0
98.25,5193,1,8,0,1,0
1.9,5719,1,9,0,1,0
89.84,5300,1,9,0,1,0
37.4,3509,1,12,1,0,0
29.94,5311,1,16,1,0,0
46.0,3389,1,11,1,0,0
29.0,5921,1,11,1,0,0
80.52,5045,1,16,1,0,0
10.9,5651,1,11,1,0,0
31.61,5541,1,16,1,0,0
13.99,5541,1,19,1,0,0
3.38,5912,1,10,1,0,0
61.4,3359,1,10,1,0,0
181.0,3389,1,14,1,0,0
74.24,3389,1,10,1,0,0
64.99,5311,1,10,1,0,0
35.33,5411,1,16,1,0,0
9.24,5411,1,7,0,0,1
8.97,7832,1,8,0,1,0
116.4,5815,1,11,0,1,0
93.83,5311,1,13,0,1,0
62.24,3058,1,13,0,1,0
43.49,5311,1,14,0,1,0
139.73,5311,1,16,0,1,0
47.23,5411,1,10,1,0,0
103.32,5912,1,6,0,1,0
110.07,5311,1,6,0,1,0
35.9,5912,1,12,0,0,1
80.54,5311,1,13,0,1,0
1.94,5311,1,13,0,1,0
244.09,7801,1,7,0,1,0
98.88,5311,1,7,0,1,0
102.43,5732,1,10,0,1,0
51.83,5970,1,11,0,1,0
134.02,5300,1,11,0,1,0
57.16,7832,1,13,0,1,0
121.62,5311,1,14,0,1,0
116.05,5300,1,14,0,1,0
62.39,5045,1,15,0,1,0
102.54,5094,1,9,0,0,1
26.47,5310,1,16,0,1,0
75.64,4112,1,8,0,1,0
92.81,5651,1,9,0,1,0
13.59,5814,1,10,0,1,0
129.73,3058,1,10,0,1,0
67.61,5311,1,12,0,1,0
82.28,5311,1,12,0,1,0
24.02,5815,1,14,0,1,0
334.0,3780,1,8,0,1,0
96.6,7801,1,10,0,1,0
152.77,5719,1,11,0,1,0
99.04,5300,1,11,0,1,0
-334.0,3780,1,8,0,1,0
322.59,3780,1,8,0,1,0
76.61,7922,1,12,0,1,0
79.38,4829,1,12,0,1,0
11.32,5300,1,13,0,1,0
154.18,5310,1,14,0,1,0
7.68,5912,1,11,0,0,1
3.1,5300,1,12,0,0,1
9.05,5411,1,12,0,0,1
26.83,5912,1,12,0,0,1
6.71,5816,1,12,0,0,1
14.49,4829,1,15,0,0,1
69.0,4121,1,15,0,0,1
48.29,4829,1,15,0,0,1
345.6,5310,1,7,0,0,1
77.69,5719,1,8,0,1,0
54.24,5311,1,8,0,1,0
92.5,5921,1,10,0,0,1
103.1,7832,1,9,0,1,0
52.95,5651,1,9,0,0,1
61.5,4829,1,13,0,1,0
5.39,7210,1,10,0,0,1
1.83,4829,1,14,0,1,0
90.44,5651,1,14,0,0,1
82.42,5300,1,10,0,1,0
50.52,5310,1,12,0,1,0
396.0,3390,1,12,0,1,0
3.94,5921,1,14,0,0,1
-396.0,3390,1,12,0,1,0
86.76,3390,1,12,0,1,0
97.91,4829,1,15,0,1,0
11.91,5411,1,18,0,0,1
0.01,5815,1,18,0,1,0
138.36,5251,1,12,0,1,0
37.71,5733,1,12,0,0,1
24.56,5815,1,16,0,1,0
8.51,5812,1,17,0,0,1
86.93,5310,1,8,0,1,0
240.07,5732,1,8,0,1,0
1.32,5732,1,9,0,1,0
134.26,5094,1,10,0,0,1
764.18,5712,1,11,0,0,1
5.88,5812,1,11,0,0,1
2.13,5411,1,12,0,0,1
65.5,5311,1,12,0,0,1
93.07,5932,1,14,0,0,1
32.8,5912,1,14,0,0,1
205.88,5411,1,15,0,0,1
38.14,5094,1,16,0,0,1
227.0,3722,1,19,0,0,1
-227.0,3722,1,14,0,0,1
2.55,3722,1,14,0,0,1
32.1,5651,1,11,0,0,1
136.65,5411,1,12,0,0,1
287.0,5094,1,14,0,0,1
14.04,7011,1,16,0,0,1
245.0,7011,1,12,0,0,1
76.74,5651,1,8,0,0,1
-245.0,7011,1,6,0,0,1
95.58,5310,1,8,0,0,1
2.53,3000,1,8,0,1,0
367.49,5311,1,11,0,1,0
5.36,4829,1,15,0,1,0
68.52,5311,1,7,0,1,0
9.45,5712,1,1,0,1,0
6.28,5300,1,1,0,1,0
39.42,5251,1,0,0,1,0
12.61,5300,1,0,0,1,0
35.56,5816,1,7,0,1,0
52.27,5311,1,7,0,1,0
555.88,3009,1,0,0,1,0
160.03,5310,1,0,0,1,0
134.61,5094,1,2,0,1,0
81.17,5311,1,1,0,1,0
3.13,5921,1,4,0,0,1
28.17,5651,1,4,0,0,1
439.53,4411,1,5,0,1,0
101.37,5310,1,7,0,1,0
459.0,3771,1,8,0,1,0
4.83,5732,1,1,0,1,0
180.24,5719,1,1,0,1,0
-459.0,3771,1,7,0,1,0
233.68,3771,1,7,0,1,0
63.67,4121,1,11,0,1,0
44.84,5921,1,11,0,0,1
183.93,4112,1,12,0,1,0
1.58,5815,1,12,0,1,0
330.0,3771,1,10,0,1,0
431.16,3771,1,5,0,1,0
-330.0,3771,1,5,0,1,0
322.0,5045,1,6,0,1,0
126.25,5311,1,6,0,1,0
2.78,5311,1,8,0,1,0
85.08,5311,1,8,0,1,0
33.94,5311,1,9,0,1,0
281.6,5310,1,9,0,1,0
152.62,5311,1,10,0,1,0
127.27,5045,1,16,0,1,0
26.75,5251,1,10,0,1,0
107.22,5310,1,16,0,1,0
107.78,5311,1,7,0,1,0
130.38,5300,1,8,0,0,1
189.04,5300,1,13,0,1,0
144.91,4829,1,16,0,1,0
128.56,4829,1,8,0,1,0
121.99,5621,1,11,1,0,0
15.16,4214,1,11,0,1,0
70.03,5300,1,14,0,1,0
46.91,4829,1,14,0,1,0
108.79,5311,1,11,0,1,0
112.9,5300,1,13,0,1,0
64.28,4829,1,13,0,1,0
163.26,5816,1,15,0,1,0
14.82,5912,1,6,0,1,0
125.85,5300,1,6,0,1,0
115.6,5732,1,6,0,1,0
239.33,5300,1,7,0,1,0
2318.02,4411,1,7,0,1,0
68.19,5719,1,11,0,1,0
23.04,5815,1,11,0,1,0
148.84,5310,1,12,0,1,0
69.35,5912,1,7,0,1,0
196.0,5311,1,11,0,1,0
51.67,5310,1,12,0,1,0
74.75,5300,1,12,0,1,0
16.86,5912,1,16,0,0,1
322.76,5712,1,6,0,0,1
376.0,5311,1,13,0,1,0
44.14,5921,1,14,0,0,1
141.64,5311,1,6,0,1,0
0.53,5311,1,16,0,1,0
1.03,7996,1,13,0,0,1
174.01,5732,1,19,0,1,0
31.35,5310,1,13,0,1,0
93.07,5311,1,13,0,1,0
1.23,5310,1,18,0,0,1
28.47,5300,1,17,0,1,0
106.08,7996,1,10,0,1,0
458.0,3640,1,14,0,1,0
607.84,3640,1,13,0,1,0
-458.0,3640,1,13,0,1,0
11.65,4121,1,11,1,0,0
223.38,5719,1,13,0,0,1
11.09,5311,1,13,0,0,1
364.24,5719,1,16,0,0,1
372.0,3359,1,13,0,0,1
93.34,4121,1,13,0,0,1
0.91,5311,1,6,0,1,0
208.79,7801,1,6,0,1,0
9.21,7996,1,9,0,1,0
222.0,3405,1,9,0,1,0
-222.0,3405,1,6,0,1,0
124.72,3405,1,6,0,1,0
63.13,4121,1,13,0,0,1
187.55,4829,1,17,0,1,0
33.33,5651,1,16,0,1,0
3.22,5816,1,18,0,1,0
91.27,4814,1,19,0,1,0
3.13,5921,1,12,0,0,1
21.67,5300,1,14,0,0,1
185.96,5311,1,12,0,1,0
130.37,5094,1,14,0,0,1
451.0,3390,1,10,0,1,0
36.51,5311,1,15,0,1,0
1.89,3390,1,8,0,1,0
-451.0,3390,1,8,0,1,0
80.74,4829,1,8,0,1,0
81.67,5311,1,9,0,1,0
67.64,5311,1,9,0,1,0
80.69,5311,1,11,0,1,0
121.08,5311,1,13,0,1,0
151.01,4814,1,7,0,1,0
29.85,5310,1,9,0,0,1
64.32,5300,1,14,0,0,1
143.51,4829,1,14,0,1,0
90.57,5300,1,14,0,1,0
209.54,5732,1,14,0,1,0
63.11,4829,1,7,0,1,0
37.25,5311,1,10,0,1,0
61.24,5311,1,12,0,0,1
38.65,5912,1,13,0,0,1
110.41,5045,1,14,0,0,1
0.55,5211,1,16,0,0,1
189.87,5311,1,17,0,0,1
35.33,5651,1,14,0,0,1
66.0,5499,1,15,0,0,1
13.44,5499,1,15,0,0,1
133.1,5411,1,17,0,0,1
105.17,5310,1,13,0,0,1
109.53,5310,1,7,0,0,1
105.05,7922,1,10,0,0,1
64.38,5921,1,13,0,0,1
133.18,4829,1,14,0,1,0
14.15,7832,1,15,0,1,0
24.61,5719,1,18,0,1,0
269.48,4411,1,19,0,1,0
23.74,5251,1,9,0,1,0
47.12,5912,1,9,0,1,0
34.03,5311,1,14,0,1,0
69.18,4121,1,6,0,1,0
59.27,5300,1,7,0,1,0
2.55,5310,1,7,0,0,1
90.66,5311,1,11,0,1,0
15.89,5311,1,14,0,1,0
257.0,3730,1,11,0,1,0
-257.0,3730,1,7,0,1,0
256.39,3730,1,7,0,1,0
0.97,5815,1,12,0,1,0
357.27,5300,1,16,0,0,1
0.76,5732,1,16,0,1,0
1.25,5310,1,13,0,1,0
7.0,4214,1,14,0,1,0
0.7,5311,1,14,0,1,0
238.47,7349,1,7,0,0,1
6.07,3000,1,9,0,1,0
475.36,7538,1,9,0,0,1
5.21,5912,1,11,0,0,1
16.83,9402,1,11,0,1,0
164.44,4829,1,16,0,1,0
177.93,4829,1,8,0,1,0
86.36,7801,1,14,0,1,0
15.82,5815,1,7,0,1,0
28.39,4511,1,8,0,1,0
51.94,5815,1,11,0,1,0
39.48,5311,1,11,0,1,0
83.45,5251,1,15,0,1,0
258.44,5300,1,16,0,0,1
10.55,5311,1,8,0,1,0
115.0,5045,1,9,0,1,0
100.72,4121,1,11,0,1,0
220.72,4814,1,11,0,1,0
73.92,5310,1,10,0,1,0
114.88,5094,1,15,1,0,0
15.08,5211,1,16,1,0,0
39.39,5815,1,16,0,1,0
3.27,7996,1,21,1,0,0
473.53,3005,1,12,0,1,0
502.47,4814,1,13,0,1,0
3.0,5311,1,13,0,1,0
189.94,5812,1,14,1,0,0
415.84,5732,1,17,0,1,0
200.24,5310,1,17,0,1,0
1.16,5310,1,14,0,0,1
207.07,5732,1,2,0,1,0
231.35,5311,1,3,0,1,0
115.06,5211,1,10,0,0,1
80.19,5311,1,13,0,0,1
45.48,5411,1,17,0,0,1
539.98,5816,1,2,0,1,0
423.36,3008,1,9,0,1,0
61.12,5311,1,6,0,1,0
40.15,5094,1,13,0,1,0
90.37,7995,1,13,0,0,1
8.47,7542,1,12,0,0,1
39.33,5300,1,13,0,0,1
60.12,5300,1,10,0,0,1
